排名,单词,频次,出现卷数,音标,释义,同义词,例句(英),例句(中),词库来源
925,cooperation,16,10,"/kəʊ,ɒpə'reɪʃ(ə)n/",n.合作，协作；[劳经] 协力,collaboration / synergism,the need to strengthen international co-operation,加强国际合作的需要,Level8_2
926,toward,16,13,/tə'wɔːd; twɔːd; tɔːd/,prep.向；对于；为了；接近  adj.即将来到的，进行中的  n.(Toward)人名；(英)特沃德,unto / upon / out / going / underway,,,GaoZhong_2
927,shape,16,14,/ʃeɪp/,n.形状；模型；身材；具体化  v.形成；塑造，使成形；使符合,matrix / form / model / mold / make,What shape is the table?,那张桌子是什么形状的？,KaoYan_2
928,federal,16,9,/'fedərəl/,adj.联邦的， 联盟的,confederal / fed.,Switzerland is a federal republic.,瑞士是一个联邦共和国。,CET6_3
929,message,16,12,/'mesɪdʒ/,n.启示，要旨，教训,news / prediction / word / inform of / report to,The message of the film is that good always triumphs over evil.,这部电影的主题思想是善良终必战胜邪恶。,CET6_2
930,rest,16,10,/rest/,v.使休息，使轻松；把…寄托于  n.休息，静止；休息时间；剩余部分；支架,relax / lay-up / stillness / relax / still,"If you’re tired, we’ll stop and rest for a while.",如果你累了，我们就停下来歇一会儿。,KaoYan_2
931,style,16,12,/staɪl/,n.风格；时尚；类型；字体  v.设计；称呼；使合潮流,mode / description / fashion / type / colour,an attempt to use Japanese management style in a European business,将日本的管理方式用于欧洲企业的尝试,KaoYan_2
932,practical,16,13,/ˈpræktɪkl/,adj.实践的；实用的,actual / effective / real / pragmatic / positive,Candidates should have training and practical experience in basic electronics.,应征者应该具备基础电子学方面的培训和实践经验。,CET6_1
933,weather,16,11,/'weðə/,n.天气；气象；气候；处境  v.经受住；使风化；侵蚀；使受风吹雨打  adj.露天的；迎风的,climate / situation / last out / eat into / bloom out,What’s the weather like today?,今天天气如何？,GaoZhong_2
934,basis,16,12,/'beɪsɪs/,n.基础， 根据； 原则,elements / foundation / base / bed / bottom,Their claim had no basis in fact (=  it was not true  ) .,他们的说法没有事实根据。,CET6_3
935,replace,16,14,/rɪ'pleɪs/,v.把...放回原处,restore / return / shift / tender,He replaced the book on the shelf.,他把书放回架子上。,CET6_2
936,fly,16,10,/flaɪ/,v.飞跑；逃跑，消失,flow / stream / dance / overfly / flight,Ellen flew across the room and greeted her uncle with a kiss.,埃伦从房间那头飞奔过来，给了她叔叔一个吻。,CET6_2
937,partner,16,9,/'pɑːtnə/,n.伙伴；搭挡；配偶,comrade / associate / joint stock / tie up / team,Discuss your worries with your partner.,和伴侣谈谈你的忧虑。,CET4_2
938,white,16,10,/wʌɪt/,adj.白种（人）的,stainless / pure / leuko / chalkiness,young white males,年轻的白种男性,CET6_2
939,gene,16,8,/dʒiːn/,n.基因,hereditary factor,human genes,人类基因,CET4_3
940,conducive,16,13,/kənˈdju:sɪv/,adj.有益于...的,beneficial / helpful / useful / advantageous / profitable,an environment conducive to learning,有助于学习的环境,Level4_1
941,sport,16,8,/spɔːt/,n.运动；游戏；娱乐；运动会；玩笑  v.游戏  adj.运动的,movement / entertainment / exercise / campaign / game,the sport of falconry,放鹰狩猎运动,KaoYan_2
942,trait,16,12,/treɪt/,n.特点,quality / tang / identity / sort / distinction,The study found that some alcoholics had clear personality traits showing up early in childhood.,这项研究发现一些酗酒者早在孩童时就表现出明显的个性特征。,CET6_1
943,organic,16,4,/ɔ:ˈgænɪk/,adj.有机的,fundamental / ultimate / radical / underlying,Organic farming is better for the environment.,有机耕作对环境更有利。,CET6_1
944,capability,16,9,/ˌkeɪpəˈbɪləti/,n.能力，才能,talent / ability / competence / performance / property,the country’s manufacturing capability,该国的生产能力,CET6_2
945,total,16,9,/'təʊt(ə)l/,adj.总的  v.合计，总共,entire / all / overall / complete / absolute,a total ban on cigarette advertising,香烟广告的全面禁止,CET4_2
946,crowd,16,10,/kraud/,vi.聚集， 挤， 涌  n.群，一批  vt.挤；挤满,burst at the seams / be packed with / lot / band / concentrate,Holidaymakers crowded the beaches.,海滩上挤满了度假者。,CET6_3
947,socially,16,7,/ˈsəʊʃəli/,adv.社会上地；社交方面地,,He is socially active.,他社交活跃。,manual
948,dietary,16,5,/'daɪət(ə)rɪ/,n.规定的食物；饮食的规定；食谱  adj.饮食的，饭食的，规定食物的,,special dietary requirements,特殊的饮食要求,Level4_2
949,bilingual,16,1,/baɪ'lɪŋgw(ə)l/,adj.双语的  n.通两种语言的人,,a bilingual dictionary,双语词典,Level4_2
950,medicine,15,9,/'meds(ə)n; 'medɪsɪn/,n.内服药；医学,drug / pharmacon,She studied medicine at Johns Hopkins University.,她曾在约翰•霍普金斯大学学医。,CET4_2
951,disaster,15,5,/dɪ'zɑːstə/,n.灾难， 灾祸， 天灾； 彻底的失败,tragedy / evil / calamity / grief,One hundred and twenty people died in China’s worst air disaster .,有120人在中国这起最惨烈的空难事故中丧生。,CET6_3
952,difficulty,15,11,/'dɪfɪk(ə)ltɪ/,adj.困难；难事；困境,poverty / corner / hardness / dilemma / fix,,,CET4_2
953,wide,15,12,/waɪd/,adj.广泛的；宽的，广阔的；张大的；远离目标的  adv.广泛地；广阔地；充分地  n.大千世界,extensive / comprehensive / broad / vast / fully,a man with a wide experience of foreign affairs,外交事务经验丰富的人,GaoZhong_2
954,summer,15,9,/'sʌmə/,n.夏天，夏季  adj.夏季的,prime / floruit / aestival / estival,We tour by car every summer.,每年夏天我们都驾车出外旅行。,KaoYan_1
955,demonstrate,15,13,/'demənstreɪt/,vt.说明， 论证； 表露,prove / give evidence of,The study demonstrates the link between poverty and malnutrition.,这项研究证明了贫困与营养不良之间的联系。,CET6_3
956,entire,15,11,/ɪn'taɪə; en-/,adj.全部的，整个的,overall / all / total / corporate / universal,It was the worst day in my entire life.,那是我一生中最糟糕的一天。,CET4_2
957,ecological,15,7,/ˌi:kəˈlɒdʒɪkl/,adj.生态学的,,an ecological disaster,生态灾难,CET6_1
958,thrive,15,14,/θraɪv/,v.繁荣，兴旺,succeed / flower,plants that thrive in tropical rain forests,在热带雨林蓬勃生长的植物,CET6_1
959,completely,15,13,/kəm'pliːtlɪ/,adv.十分，完全地,entirely / totally / thoroughly / fully / absolutely,I completely forgot that it’s his birthday today.,我完全忘了今天是他的生日。,CET4_2
960,generate,15,11,/'dʒenəreɪt/,v.产生,go on / call into being,a useful technique for generating new ideas,能产生新创意的有用技术,CET6_1
961,danger,15,11,/'deɪn(d)ʒə/,n.危险；危险事物,threat / risk / hazard,Danger! No boats beyond this point.,危险！船只不可越过此处。,CET4_2
962,political,15,11,/pə'lɪtɪk(ə)l/,adj.政治的，政治上的,governmental / clannish,All other political parties there have been completely banned.,那里的其他所有政党都已经完全被取缔了。,CET4_2
963,depression,15,8,/dɪ'preʃ(ə)n/,n.消沉；不景气萧条期,recession / disappointment,Lucy’s mood was one of deep depression.,露西的情绪极度消沉。,CET6_2
964,head,15,11,/hed/,v.用头顶（球）；朝...行进,intelligence / understanding / to go forward / make one's way / leave,He headed the ball across the face of the goal.,他一个头球，球从球门前横飞而过。,CET6_2
965,competitive,15,13,/kəm'petɪtɪv/,adj.竞争的，比赛的,played / rival,Competitive sports encourage children to work together as a team.,竞技体育鼓励孩子们进行团队协作。,CET6_2
966,greatly,15,13,/'greɪtlɪ/,adv.大大地，非常,quite / badly / too / extremely / far,All offers of help will be greatly appreciated .,如蒙帮助，感激不尽。,CET4_2
967,decrease,15,12,/'dɪkriːs/,v.减少  n.[dI'kriːs],reduction / loss / to cut down / fall off / shorten,The number of people who have the disease has decreased significantly in recent years.,近年来，这种病的患者人数明显下降。,CET6_3
968,welfare,15,6,/'welfeə(r)/,n.福利,happiness / weal,Our only concern is the children’s welfare.,我们唯一关心的是孩子们的幸福。,CET6_1
969,propose,15,13,/prə'pəʊz/,v.提出,schedule / design / map / think / purpose,the changes currently proposed by the local planning authorities,目前由地方规划局提议的改革,CET6_1
970,provider,15,6,/prəˈvaɪdə/,n.提供者；供应商,,The company is a major service provider.,该公司是主要的服务提供商。,manual
971,electronic,15,9,/ɪˌlek'trɒnɪk/,adj.电子的  n.电子学； 电子设备,,electronic games,电子游戏,CET6_3
972,jam,15,6,/dʒæm/,n.堵塞  v.使…堵塞,,Sorry we’re late. We got stuck in a traffic jam.,对不起，我们来晚了，路上堵车。,CET6_2
973,main,15,13,/meɪn/,n.总管道，干线,core / body / chief / heart / essential,The report found that many of Yorkshire’s water mains needed replacing.,报告中说约克郡的很多自来水总管道需要更换。,CET6_2
974,harmful,15,12,/'hɑːmfʊl/,adj.有害的,evil / destructive,the harmful effects of smoking,吸烟的害处,CET4_1
975,opinion,15,15,/ə'pɪnjən/,n.意见，看法，主张,comment / view / judgement / mind / thinking,When choosing an insurance policy it’s best to get an independent opinion.,选择保险时，最好听听专家的独立意见。,CET4_2
976,fit,15,12,/fɪt/,v.适合；安装  v.适合,fix / configure / cooperate / gear / serve,"The sash, kimono, and other garments were made to fit a child.",这些腰带、和服和其他衣服都做得适合孩子穿。,CET4_2
977,rapid,15,14,/'ræpɪd/,adj.快的  n.急流,fast / forward / ready / express / quick,The patient made a rapid recovery.,病人迅速康复。,CET4_2
978,recover,15,11,/ˌriː'kʌvə/,v.重新获得， 挽回； 恢复,restore / repair / offset / resume / restore,Four paintings stolen from the gallery have been recovered.,美术馆的四幅被盗画作已经失而复得。,CET6_3
979,campaign,15,9,/kæm'peɪn/,n.活动,war / battle / movement / activity / exercise,Jones ran a good campaign.,琼斯的活动搞得很成功。,CET6_1
980,meal,15,10,/miːl/,n.膳食，一餐,board / feed / have a dinner / dine,We must have a meal together some time.,我们一定要找个时间一起吃顿饭。,CET4_2
981,series,15,11,/'sɪəriːz/,n.一系列， 连续； 丛书， 连续剧,succession / progression,the series of events that led to the outbreak of war,导致战争爆发的一系列事件,CET6_3
982,second,15,11,/'sek(ə)nd/,v.支持,moment / breath / instant / encourage / back,Any proposal must be seconded by two other members of the committee.,任何提案须有委员会其他两位委员附议。,CET6_2
983,interview,15,13,/'ɪntəvjuː/,v.接见，会见，会谈,audience / cover / to receive,a police interview,警方问讯,CET6_2
984,immediate,15,12,/ɪ'miːdɪət/,adj.立即的；直接的,instant / direct / right,Our immediate response to the attack was sheer horror.,我们对攻击的第一反应就是非常惊恐。,CET4_2
985,director,15,11,/dɪ'rektə; daɪ-/,n.指导者；理事；导演,co-director / boss-man,The company is run by a board of directors (= a group of directors ) .,这家公司由董事会管理。,CET4_2
986,west,15,10,/west/,n.西；西方；西部  adj.西方的；朝西的  adv.在西方；向西方；自西方,occident / hesperian,There’s a slight chance of some sunshine in the west.,西部地区见晴的可能性不大。,KaoYan_2
987,bite,15,13,/baɪt/,v.咬，叮，螫；剌穿,cut / gnaw at / smart / mouthful / smart,The dog bit him and made his hand bleed.,那只狗把他的手咬出血了。,CET4_2
988,sacrifice,15,10,/'sækrɪfaɪs/,n&v.牺牲， 舍身； 献祭， 供奉； 祭品,offering / victimization / immolate / martyr / offer,The minister stressed the need for economic sacrifice.,部长强调了在经济上作出牺牲的必要性。,CET6_3
989,perfect,15,10,/ˈpəːfɪkt; (for v.) pəˈfekt/,v.使熟练，使改善,greatest / ideal / prime / best / full,Mock trials help students perfect their legal skills.,模拟庭审有助于学生们完善自己的法律技能。,CET6_2
990,rarely,15,12,/'reəli/,adv.不常， 难得,,,,CET6_3
991,ancient,15,10,/'eɪnʃənt/,adj.古代的,old / aged / advanced / elder / old folk,the ancient civilizations of Asia,亚洲的古代文明,CET6_1
992,plastic,15,3,/'plæstɪk/,adj.塑料的；塑性的,mouldable / malleable / restricting / true-up,a plastic spoon,塑料汤匙,CET6_2
993,firm,15,8,/fɜːm/,n.商行，商号，公司,committed / strict / precise / rigid / confirmed,The firm's employees were expecting large bonuses.,这家公司的雇员们正期待着大笔的奖金。,CET4_2
994,transportation,15,6,/ˌtrænspɔ:ˈteɪʃn/,n.运输,carriage / traffic,"The city needs to improve its public transportation (= buses, trains etc ) .",这座城市需要改善公共交通。,CET4_1
995,effectively,15,12,/ɪˈfektɪvli/,adv.有效地；实际上,,We must use resources effectively.,我们必须有效地利用资源。,manual
996,hardly,15,13,/'hɑːdlɪ/,adv.几乎不，简直不,just / ill / fresh / scarcely / barely,"My parents divorced when I was six, and I hardly knew my father.",我六岁时父母离婚，我对父亲几乎一无所知。,CET4_2
997,holiday,15,11,/'hɒlɪdeɪ; -dɪ/,n.假日，节日；假期,festival / Feriae,The school holidays start tomorrow.,学校假期从明天开始。,CET4_2
